"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3898649";"";"None";"321.36";"0";"3.43";"BDBM185417";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(F)C4)c23)c1";"IC50";"'='";"80.0";"nM";"7.10";"";"334592";"UO_0000065";"22.08";"0.40";"3.67";"10.35";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3941219";"";"None";"371.40";"0";"2.80";"BDBM185392";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5cc[nH]n5)C4)c23)c1";"IC50";"'='";"208.0";"nM";"6.68";"";"334607";"UO_0000065";"17.99";"0.33";"3.88";"6.27";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3932556";"";"None";"328.35";"0";"2.09";"BDBM185440";"OCc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1F";"IC50";"'='";"75.0";"nM";"7.12";"";"334620";"UO_0000065";"21.70";"0.41";"5.03";"9.59";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3973146";"";"None";"326.43";"0";"3.18";"BDBM185451";"CSc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1";"IC50";"'='";"78.0";"nM";"7.11";"";"334633";"UO_0000065";"21.77";"0.42";"3.93";"13.15";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3942417";"";"None";"294.36";"0";"2.77";"BDBM185456";"Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1";"IC50";"'='";"20.0";"nM";"7.70";"";"334638";"UO_0000065";"26.15";"0.48";"4.93";"14.25";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3393440";"";"None";"284.32";"0";"1.19";"BDBM50059313";"Cn1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1";"IC50";"'='";"90.0";"nM";"7.05";"";"334639";"UO_0000065";"24.78";"0.46";"5.86";"9.80";"1";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3975717";"";"None";"388.46";"0";"3.53";"BDBM185478";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5nccs5)C4)c23)c1";"IC50";"'='";"181.0";"nM";"6.74";"";"334662";"UO_0000065";"17.36";"0.33";"3.21";"7.43";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3961632";"";"None";"248.29";"0";"2.99";"22";"Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1";"IC50";"'='";"67.61";"nM";"7.17";"";"";"UO_0000065";"28.88";"0.52";"4.18";"9.13";"0";"CHEMBL4031825";"Inhibition of human wild type LRRK2 phosphorylation at ser935 expressed in BacMam transduced HEK293 cells after 48 hrs by in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL5276498";"";"None";"388.48";"0";"3.43";"10";"C[C@@H]1CN(c2cc(-n3ncc4ccc(-c5cnn(C)c5)cc43)ccn2)C[C@H](C)O1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.02";"0.33";"3.57";"11.48";"0";"CHEMBL5239655";"Inhibition of GST20-tagged human LRRK2 G2019S mutant using LRRKtide peptide preincubated for 15 mins followed by substrate addition and measured after 90 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236618";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.75 hr";"INHIBITOR";""
"CHEMBL5266092";"";"None";"400.49";"0";"3.11";"20";"CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc(C5(C#N)CC5)cc43)ncn1)C2";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"19.61";"0.36";"4.74";"8.64";"0";"CHEMBL5239655";"Inhibition of GST20-tagged human LRRK2 G2019S mutant using LRRKtide peptide preincubated for 15 mins followed by substrate addition and measured after 90 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236618";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.75 hr";"INHIBITOR";""
"CHEMBL5267690";"";"None";"414.51";"0";"3.36";"21";"C[C@H]1CC1(C#N)c1ccc2cnn(-c3cc(N4CC5(C(C)(C)O)CC4C5)ncn3)c2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.99";"0.38";"5.34";"9.57";"0";"CHEMBL5239655";"Inhibition of GST20-tagged human LRRK2 G2019S mutant using LRRKtide peptide preincubated for 15 mins followed by substrate addition and measured after 90 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236618";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.75 hr";"INHIBITOR";""
"CHEMBL3908300";"";"None";"396.47";"0";"3.14";"BDBM223555";"CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)c(F)c3)cnc2N)nn1";"IC50";"'='";"370.0";"nM";"6.43";"";"390811";"UO_0000065";"16.22";"0.30";"3.29";"7.84";"0";"CHEMBL3888345";"Kinase Activity Assay: The kinase reaction buffer consists of 50 mM Tris pH 8.5, 0.01% BRIJ-35, 10 mM MgCl2, 1 mM EGTA, and 2 mM DTT. In the assay, 1 nM LRRK2 WT or 250 pM LRRK2 G2019S kinase is incubated with the test compound (typically at 0 to 30 μM) for 30 minutes before the kinase reaction is initiated by addition of 1.3 mM ATP and 0.4 μM fluorescein-LRRKtide. The reaction mixture (20 μl total volume) is incubated for 2 hours at 30 °C. before the reaction is terminated by addition of 10 mM EDTA and 1 nM terbium-labelled anti-phospho-LRRKtide antibody (final volume 20 μl). The mixture is further incubated for 30 minutes at RT. TR-FRET is measured by excitation of the terbium-donor with 340 nm light and subsequent (delay time 100 μs) measurement of terbium and fluorescein emission at 495 nm and 520 nm, respectively, over a time window of 1000 μs. The measurement is repeated 10 times for fluorescein and 10 times for terbium emission with a 2000 μs time window between repeats. TR-FRET measurements are performed on a Biomek Synergy plate. The TR-FRET signal is calculated as the emission-ratio at 520 nm over 495 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886669";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3971067";"";"None";"378.48";"0";"3.00";"BDBM223552";"CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)cc3)cnc2N)nn1";"IC50";"'='";"300.0";"nM";"6.52";"";"390837";"UO_0000065";"17.23";"0.32";"3.52";"7.95";"0";"CHEMBL3888346";"Kinase Activity Assay: The kinase reaction buffer consists of 50 mM Tris pH 8.5, 0.01% BRIJ-35, 10 mM MgCl2, 1 mM EGTA, and 2 mM DTT. In the assay, 1 nM LRRK2 WT or 250 pM LRRK2 G2019S kinase is incubated with the test compound (typically at 0 to 30 μM) for 30 minutes before the kinase reaction is initiated by addition of 1.3 mM ATP and 0.4 μM fluorescein-LRRKtide. The reaction mixture (20 μl total volume) is incubated for 2 hours at 30 °C. before the reaction is terminated by addition of 10 mM EDTA and 1 nM terbium-labelled anti-phospho-LRRKtide antibody (final volume 20 μl). The mixture is further incubated for 30 minutes at RT. TR-FRET is measured by excitation of the terbium-donor with 340 nm light and subsequent (delay time 100 μs) measurement of terbium and fluorescein emission at 495 nm and 520 nm, respectively, over a time window of 1000 μs. The measurement is repeated 10 times for fluorescein and 10 times for terbium emission with a 2000 μs time window between repeats. TR-FRET measurements are performed on a Biomek Synergy plate. The TR-FRET signal is calculated as the emission-ratio at 520 nm over 495 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886669";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3961632";"";"None";"248.29";"0";"2.99";"22";"Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"29.06";"0.52";"4.22";"9.19";"0";"CHEMBL4031828";"Inhibition of human LRRK2 G2019S mutant phosphorylation at ser1292 expressed in BacMam transduced HEK293 cells after 48 hrs by in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL3911415";"";"None";"406.49";"0";"2.87";"BDBM239209";"CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C(=O)C5CC5)CC4)ncn3)c2c1";"IC50";"'='";"4.15";"nM";"8.38";"";"417670";"UO_0000065";"20.62";"0.38";"5.51";"9.61";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3933899";"";"None";"329.37";"0";"3.28";"26";"Cc1cncc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"22.56";"0.41";"4.15";"7.81";"1";"CHEMBL4031821";"Inhibition of recombinant human GST-tagged LRRK2 G2019S mutant (970 to 2527 residues) expressed in baculovirus using fluorescein-LRRKtide as substrate after 2 hrs by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL3939513";"";"None";"314.35";"0";"3.58";"24";"Cn1ccc(Nc2cc(-c3ccccc3)c3c(C#N)c[nH]c3n2)n1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"22.49";"0.40";"3.49";"8.59";"0";"CHEMBL4031825";"Inhibition of human wild type LRRK2 phosphorylation at ser935 expressed in BacMam transduced HEK293 cells after 48 hrs by in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028875";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4744428";"";"None";"433.52";"0";"3.04";"10";"CC(C)n1cnnc1-c1cccc(NC(=O)[C@H]2CN(c3ccc(C4CC4)nc3)CCO2)n1";"IC50";"'<='";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4727561";"Inhibition of recombinant human GST-tagged LRRK2 expressed in baculovirus expression system";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";""
"CHEMBL509032";"TAE-684";"None";"614.22";"2";"5.02";"TAE684";"COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1";"IC50";"'='";"21.9";"nM";"7.66";"";"";"UO_0000065";"12.47";"0.25";"2.64";"7.44";"0";"CHEMBL2015770";"Inhibition of LRRK2 G2019S and A2016T mutant expressed in HEK293 cells using nictide and ATP as substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"Q5S007";"G2019S,A2016T";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010643";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";""
"CHEMBL388978";"STAUROSPORINE";"None";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"4.85";"nM";"8.31";"";"";"UO_0000065";"17.82";"0.32";"3.96";"11.97";"0";"CHEMBL4720678";"Inhibition of human LRRK2 using RLGRDKYKTLRQIRQ as substrate by [gamma-33P]-ATP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715818";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"INHIBITOR";""
"CHEMBL5277668";"";"None";"472.51";"0";"1.81";"4";"CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)Cn2nnnc2N1C";"IC50";"'<'";"0.2";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5246746";"Inhibition of N-terminal GST-fused human LRRK2 G2019S mutant using fluorescein-labeled LRRKtide as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5244270";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.25 hr";"INHIBITOR";""
"CHEMBL5078277";"";"None";"408.46";"0";"3.57";"7";"Cc1c(Nc2ncc3ccc(N4C(=O)OC[C@@H]4C)cc3n2)cnn1C1CCOCC1";"IC50";"'<'";"0.6";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5044129";"Inhibition of recombinant N-terminal GST-fused LRRK2 G2109S mutant (970 to 2527 residues) (unknown origin) preincubated with enzyme for 15 mins followed by fluorescein-labeled LRRKtide peptide substrate and ATP addition for 90 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042510";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.75 hr";"INHIBITOR";""
"CHEMBL4457647";"";"None";"390.44";"0";"3.14";"18";"O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.93";"0.33";"3.86";"9.14";"0";"CHEMBL4372261";"Inhibition of parkinson's patient-derived LRRK2 G2019S mutant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371037";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL3914163";"";"None";"396.50";"0";"2.58";"BDBM239090";"COCCN1CCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)CC1";"IC50";"'='";"24.0";"nM";"7.62";"";"417367";"UO_0000065";"19.22";"0.36";"5.04";"9.60";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
